"","cell","pseudotime"
"HK06h_20201209_16","HK06h",0.352512948047863
"HK06h_20201209_18","HK06h",0.362348261417724
"HK06h_20201209_19","HK06h",0
"HK06h_20201209_20","HK06h",0.248876693907253
"HK06h_20201209_21","HK06h",0.351982227123813
"HK06h_20201209_22","HK06h",0.350904096403014
"HK06h_20201209_23","HK06h",0.112400760693901
"HK06h_20201209_24","HK06h",0.209096049541822
"HK06h_20201209_25","HK06h",0.286357599717633
"HK06h_20201209_26","HK06h",0.449143154037494
"HK06h_20201209_27","HK06h",0.317795611167383
"HK06h_20201209_29","HK06h",0.390023524019704
"HK24h_20201118_0","HK24h",0.804635204048398
"HK24h_20201118_2","HK24h",0.776304727610368
"HK24h_20201118_3","HK24h",0.636700164099606
"HK24h_20201118_4","HK24h",0.803219858658198
"HK24h_20201118_5","HK24h",0
"HK24h_20201118_6","HK24h",0.835132393036078
"HK24h_20201118_7","HK24h",0.708791318902357
"HK24h_20201118_8","HK24h",0.786468547835698
"HK24h_20201118_9","HK24h",0.667460361814257
"HK24h_20201118_10","HK24h",0.431965759873064
"HK24h_20201118_11","HK24h",0.825279518296788
"HK24h_20201118_12","HK24h",0.610231113631246
"HK24h_20201118_13","HK24h",0
"HK24h_20201118_14","HK24h",0.851817023112279
"HK24h_20201118_15","HK24h",0.771894392512748
"HK24h_20201118_16","HK24h",0.771121001822238
"HK24h_20201118_18","HK24h",0.893444292921449
"HK24h_20201118_20","HK24h",0.802609951809538
"HK24h_20201118_21","HK24h",0.0794245844751008
"HK24h_20201118_22","HK24h",0.489808328541165
"HK24h_20201118_23","HK24h",0.884452861275269
"HK24h_20201118_24","HK24h",0.908124281382159
"HK24h_20201118_25","HK24h",0.894796860606749
"HK24h_20201118_26","HK24h",0.921320842834759
"HK24h_20201118_27","HK24h",0.0191064884385602
"HK24h_20201118_28","HK24h",0.886318213086389
"HK24h_20201118_29","HK24h",0.752831462006108
"HK24h_20201118_30","HK24h",0.677100778157147
"HK24h_20201118_31","HK24h",0.815661982721688
"HK24h_20201118_32","HK24h",0.510232220724505
"HK24h_20201118_33","HK24h",0.634259497033486
"HK24h_20201118_34","HK24h",0.745373902280427
"HK24h_20201118_35","HK24h",0.725557780475657
"HK24h_20201203_0","HK24h",0.887876497871209
"HK24h_20201203_1","HK24h",0.946272112405159
"HK24h_20201203_2","HK24h",0.868001104562079
"HK24h_20201203_3","HK24h",0.760250875608258
"HK24h_20201203_4","HK24h",0.916789052935019
"HK24h_20201203_5","HK24h",0.830180610731008
"HK24h_20201203_6","HK24h",0.878636380339459
"HK24h_20201203_7","HK24h",0.99340307668782
"HK24h_20201203_8","HK24h",0.854378523834669
"HK24h_20201203_9","HK24h",0.903844865568979
"HK24h_20201203_11","HK24h",0.904674651736679
"HK24h_20201203_12","HK24h",0.581570892588686
"HK24h_20201203_13","HK24h",0.739454107474127
"HK24h_20201203_14","HK24h",1
"HK24h_20201203_15","HK24h",0.97050439296469
"HK24h_20201203_16","HK24h",0.780057721824768
"HK24h_20201203_17","HK24h",0.819229777777058
"HK24h_20201203_18","HK24h",0.697731683979487
"HK24h_20201203_19","HK24h",0.636700164099606
"HK24h_20201203_20","HK24h",0.834058091282878
"HK24h_20201203_21","HK24h",0.580724052175856
"HK24h_20201203_22","HK24h",0.723787927836247
"HK24h_20201203_23","HK24h",0.504328451778815
"HK24h_20201203_24","HK24h",0.939962402879859
"HK24h_20201203_25","HK24h",0.796621729276088
"HK24h_20201203_26","HK24h",0.875941858201849
"HK24h_20201203_27","HK24h",0.752207262630038
"HK24h_20201203_28","HK24h",0.491980046104465
"HK24h_20201203_29","HK24h",0.775696677501438
"HK24h_20201203_30","HK24h",0.643973190395846
"HK24h_20201203_31","HK24h",0.887657885855459
"HK24h_20201203_32","HK24h",0.889636831456879
"HK24h_20201203_33","HK24h",0.908211233996759
"HK24h_20201203_34","HK24h",0.98770662771038
"HK24h_20201203_35","HK24h",0.98807767480021
"HK24h_20201209_0","HK24h",0.583018622055056
"HK24h_20201209_1","HK24h",0.408432590868414
"HK24h_20201209_2","HK24h",0.504787496376285
"HK24h_20201209_3","HK24h",0
"HK24h_20201209_4","HK24h",0.539849841275465
"HK24h_20201209_5","HK24h",0.567575226507356
"HK24h_20201209_6","HK24h",0.387071044137044
"HK24h_20201209_7","HK24h",0.0404690034083204
"HK24h_20201209_8","HK24h",0.386240968156644
"HK24h_20201209_9","HK24h",0.367327481943854
"HK24h_20201209_10","HK24h",0.489480731314125
"HK24h_20201209_11","HK24h",0.662333954416957
"HK24h_20201209_12","HK24h",0.573755848767736
"HK24h_20201209_13","HK24h",0.489519725090215
"HK24h_20201209_14","HK24h",0.516358954828455
"HK24h_20201209_15","HK24h",0.356423207682674
"HK24h_20201209_16","HK24h",0.446222978464404
"HK24h_20201209_17","HK24h",0.782624627001588
"HK24h_20201209_18","HK24h",0.646785633289956
"HK24h_20201209_19","HK24h",0.662408294997947
"HK24h_20201209_20","HK24h",0.806111245892888
"HK24h_20201209_21","HK24h",0.501036554291715
"HK24h_20201209_22","HK24h",0.478432106236475
"HK48h_20201118_0","HK48h",0.910586617833679
"HK48h_20201118_1","HK48h",0.822794978532928
"HK48h_20201118_2","HK48h",0.877778677087579
"HK48h_20201118_3","HK48h",0.933426718753739
"HK48h_20201118_4","HK48h",0.99237839358893
"HK48h_20201118_5","HK48h",1
"HK48h_20201118_6","HK48h",1
"HK48h_20201118_7","HK48h",0.914150124402229
"HK48h_20201118_8","HK48h",0.908152873217719
"HK48h_20201118_9","HK48h",1
"HK48h_20201118_10","HK48h",0.931583848473289
"HK48h_20201118_11","HK48h",0.98790628124901
"HK48h_20201118_12","HK48h",1
"HK48h_20201118_13","HK48h",1
"HK48h_20201118_14","HK48h",0.887188467120709
"HK48h_20201118_15","HK48h",0.97032834476288
"HK48h_20201118_16","HK48h",0.95006903957431
"HK48h_20201118_17","HK48h",1
"HK48h_20201118_18","HK48h",0.871400008034849
"HK48h_20201118_19","HK48h",0.817686990743848
"HK48h_20201118_20","HK48h",0.936503017901639
"HK48h_20201118_21","HK48h",0.938149828584959
"HK48h_20201118_22","HK48h",0.493647357079895
"HK48h_20201118_23","HK48h",0.753067761979208
"HK48h_20201118_24","HK48h",0.882463001647329
"HK48h_20201203_0","HK48h",0.850964032536209
"HK48h_20201203_1","HK48h",0.826467438977258
"HK48h_20201203_2","HK48h",0.333768855392943
"HK48h_20201203_3","HK48h",0.871366225254059
"HK48h_20201203_4","HK48h",0.900117875661599
"HK48h_20201203_5","HK48h",0.789483463852338
"HK48h_20201203_6","HK48h",0.848102858365188
"HK48h_20201203_7","HK48h",0.899386365508269
"HK48h_20201203_8","HK48h",0.627117451430636
"HK48h_20201203_10","HK48h",0.183938661135902
"HK48h_20201203_13","HK48h",0.582470625625026
"HK48h_20201203_14","HK48h",0.943567074536799
"HK48h_20201203_15","HK48h",0.796208568018678
"HK48h_20201203_16","HK48h",0.909379564012589
"HK48h_20201203_17","HK48h",0.808552756453408
"HK48h_20201203_18","HK48h",0.707731526798127
"HK48h_20201203_19","HK48h",0.863434948733939
"HK48h_20201203_20","HK48h",0.743732846297557
"HK48h_20201203_21","HK48h",0.730937014337767
"HK48h_20210824_0","HK48h",0.95495717336368
"HK48h_20210824_1","HK48h",0.95861332066635
"HK48h_20210824_2","HK48h",1
"HK48h_20210824_3","HK48h",0.812173956243888
"HK48h_20210824_4","HK48h",0.783640666239168
"HK48h_20210824_5","HK48h",0.929287985116119
"HK48h_20210824_6","HK48h",0.921765775278179
"HK48h_20210824_7","HK48h",0.786468547835698
"HK48h_20210824_8","HK48h",0.929141434103559
"HK48h_20210824_9","HK48h",0.926521703291129
"HK48h_20210824_10","HK48h",0.761137108216268
"HK48h_20210824_11","HK48h",0.9639427345929
"HK48h_20210824_12","HK48h",0.943337268443429
"HK48h_20210824_13","HK48h",1
"HK48h_20210824_14","HK48h",1
"HK48h_20210824_15","HK48h",1
"HK48h_20210824_16","HK48h",0.869688994962529
